"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T"
19,"SC",193444,"SC","100 N CRESCENT LLC","100 N CRESCENT DR","BEVERLY HILLS","90210",9999,"LA","SOUTH COAST AQMD","","",.002137821241755742551739822606322492608597,.00188,.0051,.02,.0000105,.00168,.00166992
19,"SC",140124,"SC","1000 OCEAN HOMEOWNERS ASSOCIATION","1000  OCEAN BLVD","LONG BEACH","90802",6531,"LA","SOUTH COAST AQMD","","",.00002820104616784171025699340459404139185809,.0000248,.0000673,.00031,.000000139,.0000221,.0000219674
19,"SC",116061,"SC","1000 WEST 6TH ST. PARTNERS LLC/LA SELF S","1000 W 6TH ST","LOS ANGELES","90017",4225,"LA","SOUTH COAST AQMD","","",.002133272685922219695246759153968614964748,.001876,.0051,.02,.0000105,.001676,.001665944
19,"SC",136377,"SC","1010 SENIOR HOUSING CORP, VILLA FLORES","1020 S FLOWER ST","LOS ANGELES","90015",6513,"LA","SOUTH COAST AQMD","","",.0007994086877416420286559017511939959063,.000703,.00191,.00879,.00000394,.000628,.000624232
19,"SC",154593,"SC","1055 SEVENTH LLC","1055 W 7TH ST STE 2280","LOS ANGELES","90017",8661,"LA","SOUTH COAST AQMD","","",.0121105299067546054127814418921992267456,.01065,.02856,.12,.00005961,.00951,.00945294
36,"SC",189895,"SC","10825 PRODUCTION OWNER LLC","10825  PRODUCTION AVE","FONTANA","92335",9999,"SBD","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.03,.15,.0000698,.01,.00994
36,"SC",190606,"SC","10829 ETIWANDA AVENUE INVESTORS, LLC","13100  LOOP RD","FONTANA","92337",5113,"SBD","SOUTH COAST AQMD","","",.003414828292017284512167386854673641118945,.003003,.00816,.03704,.00001685,.002683,.002666902
19,"SC",179242,"SC","10900 WILSHIRE, LLC","10900  WILSHIRE BLVD","LOS ANGELES","90024",6531,"LA","SOUTH COAST AQMD","","",.001066636342961109847623379576984307482374,.000938,.00255,.01,.00000525,.000838,.000832972
19,"SC",194527,"SC","1180 LABREA LLC","1180 S LA BREA AVE","LOS ANGELES","90019",6799,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,0,0
19,"SC",132838,"SC","1221 OCEAN AVE LUXURY APARTMENTS","1221  OCEAN AVE","SANTA MONICA","90401",6513,"LA","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.03,.17,.0000794,.01,.00994
30,"SC",189702,"SC","1500 QUAIL PROPERTY, LLC","1500  QUAIL ST","NEWPORT BEACH","92660",6512,"ORA","SOUTH COAST AQMD","","",.00008528542187855355924493973163520582215147,.000075,.000204,.000938,.00000042,.000067,.000066598
19,"SC",191613,"SC","15000 AVIATION VENTURES, LLC","15000  AVIATION BLVD","LAWNDALE","90261",5411,"LA","SOUTH COAST AQMD","","",.003090031943267103603696735377426757913453,.002259,.01192,.02835,.0000602,.002245,.00223534
30,"SC",122686,"SC","17665 NEW HOPE MFG, LLC","17665  NEW HOPE ST","FOUNTAIN VALLEY","92708",3999,"ORA","SOUTH COAST AQMD","","",.001944507618831021150784625881282692745053,.00171,.00466,.02,.00000959,.00153,.00152082
19,"SC",186651,"SC","177 COLORADO OWNER LLC, ROCKHILL MGMT LL","177 E COLORADO BLVD","PASADENA","91105",8641,"LA","SOUTH COAST AQMD","","",.000721785759181797332089677561129615608647,.000655,.00102,.00469,.0000021,.000335,.00033299
30,"SC",202095,"SC","17836 GILLETTE AVENUE LLC","17836  GILLETTE AVE","IRVINE","92614",7374,"ORA","SOUTH COAST AQMD","","",.2640863088469410962019558790084148282918,.2322375,.631686,2.904517,.00130053,.2074655,.206220707
19,"SC",190908,"SC","180 EAST OCEAN, LLC","180 E OCEAN BLVD","LONG BEACH","90802",7011,"LA","SOUTH COAST AQMD","","",.0159239925982591436309880703785638968718,.007822,.09444,.12985,.00068414,.010008,.009999252
19,"SC",101991,"SC","1875/1925 CENTURY PARK EAST CO","1875  CENTURY PARK E","LOS ANGELES","90067",6512,"LA","SOUTH COAST AQMD","","",.009586081419149420059131225835797134409825,.00843,.02295,.09,.0000474,.00753,.00748482
19,"SC",132684,"SC","1900 AVENUE OF THE STARS","1900  AVE OF THE STARS","LOS ANGELES","90067",6799,"LA","SOUTH COAST AQMD","","",.0152717762110529906754605412781441892199,.01343,.03934,.2,.0000945,.01307,.01299158
19,"SC",180760,"SC","199 PASADENA PARTNERS, LLC","199 S LOS ROBLES AVE","PASADENA","91101",9999,"LA","SOUTH COAST AQMD","","",.000959745280873322720036388446668182851945,.000844,.0023,.01,.00000473,.000754,.000749476
19,"SC",74406,"SC","1999 STARS LLC","1999  AVENUE OF THE STARS","LOS ANGELES","90067",9999,"LA","SOUTH COAST AQMD","","",.0159768134411984005204929713297040847759,.0140500105,.03825,.15,.000079,.01255,.0124747
30,"SC",186480,"SC","200 CENTER ALTON. LLC","200 W CENTER STREET PROMENADE","ANAHEIM","92805",9999,"ORA","SOUTH COAST AQMD","","",.00029793040709574710029565612917898567205,.000262,.000714,.00328,.00000147,.000234,.000232596
19,"SC",188931,"SC","2231 S. WESTERN (LA) LLC","2231 S WESTERN AVE","LOS ANGELES","90018",6512,"LA","SOUTH COAST AQMD","","",.22,.22,,,,,
19,"SC",184814,"SC","225 COLORADO, LLC","225 E COLORADO BLVD","PASADENA","91101",9999,"LA","SOUTH COAST AQMD","","",.000426427109392767796224698658176029110757,.000375,.00102,.00469,.0000021,.000335,.00033299
19,"SC",196810,"SC","2340 NORTH HOLLYWOOD WAY LLC","2340  HOLLYWOOD WAY","BURBANK","91505",1541,"LA","SOUTH COAST AQMD","","",.002660905162610871048442119627018421651126,.00234,.00638,.02,.0000131,.00209,.00207746
19,"SC",183712,"SC","257 CANON DRIVE CANON LUXURY BUILDINGS","257  CANON DR","BEVERLY HILLS","90210",8742,"LA","SOUTH COAST AQMD","","",.001262224243802592676825108028201046167842,.00111,.00302,.01,.00000621,.000991,.000985054
19,"SC",158678,"SC","2600 REDONDO LP C/O JAMISON SRVCS, INC.","2600  REDONDO AVE","LONG BEACH","90806",9999,"LA","SOUTH COAST AQMD","","",.000255856265635660677734819194905617466454,.000225,.000612,.00281,.00000126,.000201,.000199794
19,"SC",128003,"SC","2811 WILSHIRE ASSOC., WILSHIRE TOWER","2811  WILSHIRE BLVD","SANTA MONICA","90404",9999,"LA","SOUTH COAST AQMD","","",.00002137821241755742551739822606322492608597,.0000188,.000051,.000235,.000000105,.0000168,.0000166992
19,"SC",190516,"SC","2900 WILSHIRE LLC","2801  SUNSET PL","LOS ANGELES","90010",9999,"LA","SOUTH COAST AQMD","","",.056856947919035706163293154423470548101,.05,.14,.67,.000304,.04,.03976
30,"SC",152803,"SC","3000 THE PLAZA, LLC.","3000  SCHOLARSHIP RD","IRVINE","92614",6531,"ORA","SOUTH COAST AQMD","","",.000128496702297020695929042528997043438708,.000113,.000306,.00141,.00000063,.000101,.000100394
19,"SC",194554,"SC","301 LAKE OFFICE LLC","301 N LAKE AVE SUITE 810","PASADENA","91101",7389,"LA","SOUTH COAST AQMD","","",.002197366696301197097194368060867947154052,.0019062,.0055,.020476,.00001336,.0017162,.00170612
19,"SC",187228,"SC","303 N GLENOAKS BOULEVARD CA LLC","303 N GLENOAKS BLVD #L100","BURBANK","91502",5921,"LA","SOUTH COAST AQMD","","",,,,,,.00289,.00165886
19,"SC",196629,"SC","3100 LOMITA BLVD LLC","3100 W LOMITA BLVD","TORRANCE","90505",6513,"LA","SOUTH COAST AQMD","","",.2614179089048318068104285980110405855232,.15,1.24,2.8,.0099156,.18,.17958
19,"SC",126997,"SC","3100 PARTNERS LLC","3100  THORNTON AVE","BURBANK","91505",5411,"LA","SOUTH COAST AQMD","","",.004707755287696156470320673186263361382761,.00414,.01,.05,.0000232,.0037,.0036778
30,"SC",44394,"SC","32ND DISTRICT AGRICULTURAL ASSOC.","88  FAIR DR","COSTA MESA","92626",7999,"ORA","SOUTH COAST AQMD","","",.0835329997725722083238571753468273823062,.073676,.1951,.93,.0004215,.061676,.061305944
19,"SC",139379,"SC","330 NORTH BRAND INC","330 N BRAND BLVD","GLENDALE","91203",6531,"LA","SOUTH COAST AQMD","","",.005969979531498749147145781214464407550603,.00525,.01428,.06,.0000294,.00469,.00466186
19,"SC",182452,"SC","331 NORTH MAPLE, LP","331 N MAPLE DR","BEVERLY HILLS","90210",6531,"LA","SOUTH COAST AQMD","","",.002137821241755742551739822606322492608597,.00188,.0051,.02,.0000105,.00168,.00166992
19,"SC",142673,"SC","333 SOUTH HOPE CO., LLC","333 S HOPE ST STE C-100","LOS ANGELES","90071",6512,"LA","SOUTH COAST AQMD","","",.0343870821014327950875596997953149874914,.03024,.06,.36,.0001701,.02711,.02694734
19,"SC",125293,"SC","3333 WILSHIRE BUILDING, LLC","3333  WILSHIRE BLVD","LOS ANGELES","90010",6531,"LA","SOUTH COAST AQMD","","",.00006822833750284284739595178530816465772117,.00006,.000163,.00075,.000000336,.0000536,.0000532784
19,"SC",196460,"SC","3430 E 26TH STREET INVESTORS, LLC","3430 E 26TH STREET","VERNON","90058",4225,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,0,0
19,"SC",190667,"SC","350 COLORADO SPDC LLC","350 W COLORADO BLVD","PASADENA","91105",6552,"LA","SOUTH COAST AQMD","","",.000755060268364794177848533090743688878781,.000664,.00181,.0083,.00000372,.000593,.000589442
19,"SC",154028,"SC","350 FIGUEROA, LLC","350 S FIGUEROA ST","LOS ANGELES","90071",6531,"LA","SOUTH COAST AQMD","","",.0102290249550313230094899414890317778651,.00563,.05612,.08,.0003796,.00667,.00665788
19,"SC",156120,"SC","3500 PARTNERS, LLC","3500 W OLIVE AVE STE 101","BURBANK","91505",6512,"LA","SOUTH COAST AQMD","","",.002046850125085285421878553559244939731635,.0018,.00489,.01563,.00001008,.001612,.001602328
19,"SC",194509,"SC","3568 MOTOR LLC","3568  MOTOR AVE","LOS ANGELES","90034",5599,"LA","SOUTH COAST AQMD","","",.000533318171480554923811689788492153741187,.000469,.00128,.00586,.00000263,.000419,.000416486
19,"SC",164098,"SC","3777+ PARTNERS LP, HOWARD CDM","3745  LONG BEACH BLVD #150","LONG BEACH","90807",1542,"LA","SOUTH COAST AQMD","","",.00521946781896747782579031157607459631567,.00459,.01,.05,.0000257,.0041,.0040754
19,"SC",153043,"SC","3800 ALAMEDA OWNER, LLC","3800 W ALAMEDA AVE #100","BURBANK","91505",6719,"LA","SOUTH COAST AQMD","","",.00001251989993177166249715715260404821469183,.00001101,.00002997,.000138,.0000000617,.00000984,.00000978096
19,"SC",141710,"SC","3D INTERNATIONAL LLC","20724  CENTRE POINTE PKY","SANTA CLARITA","91350",7542,"LA","SOUTH COAST AQMD","","",.060156024733306613226452905811623246493,.05402605308,,,,.01194622,.0062678187
36,"SC",180180,"SC","3DCARBON","10868 BELL CT","RANCHO CUCAMONGA","91730",5531,"SBD","SOUTH COAST AQMD","","",.1576042635894321287579714546006680838141,.157535,,,,.00163954,.0015739584
36,"SC",74267,"SC","3M","5151 E PHILADELPHIA ST","ONTARIO","91761",4225,"SBD","SOUTH COAST AQMD","","",.000767568796906982033204457584716852399363,.000675,.00184,.00844,.00000378,.000603,.000599382
19,"SC",35188,"SC","3M COMPANY","1601 S SHAMROCK AVE","MONROVIA","91016",3069,"LA","SOUTH COAST AQMD","","",.7011175318678821703886526704158510554361,.285371895,.668652432,2.48356618,.011462613,.143282664,.142852816008
33,"SC",800088,"SC","3M COMPANY","18750  MINNESOTA RD","CORONA","92881",3295,"RIV","SOUTH COAST AQMD","","",10.62090395628146775413984009216401999772,8.137917833,6.784081,8.75897865,.09642148,60.458847115,15.7761019881
30,"SC",13563,"SC","3M ESPE DENTAL PRODUCTS DIVISION","2111  MCGAW AVE","IRVINE","92614",3843,"ORA","SOUTH COAST AQMD","","",3.930941905477884303716119560027943823,1.9740794,.1489475,.360458,.0015066,.0188731,.01887184
30,"SC",203538,"SC","3M HEALTHCARE US OPCO IRVINE","2111  MCGAW AVE","IRVINE","92614",3843,"ORA","SOUTH COAST AQMD","","",4.09897669851970362677735520331316463126,2.92037936356,1.46273729128,.39355721948,.00151251846,.1621673276,.1478407141654
19,"SC",10010,"SC","3M UNITEK CORPORATION","2724 S PECK RD","MONROVIA","91016",3843,"LA","SOUTH COAST AQMD","","",1.32353416031337694783659317672982953167,1.098477,.01544,.05,.0001761,3.57084228754,2.05210148964796
19,"SC",203657,"SC","3M UNITEK CORPORATION MONROVIA","2724 S PECK RD","MONROVIA","91016",3843,"LA","SOUTH COAST AQMD","","",.3587777838717491902240677372783694450651,.255372537,.0110943,.066800771,.000177264,.710863720085,.40956448962617
19,"SC",149912,"SC","4-OVER, LLC","4621 SPERRY ST","LOS ANGELES","90039",2759,"LA","SOUTH COAST AQMD","","",4.5534262154354080999357326517533531096,3.44585507632,.014076,.064722,.00002898,.006483,.006380862
19,"SC",163289,"SC","407 N. MAPLE L.P./TISHMAN SPEYER PROPERT","VARIOUS LOCATIONS IN SCAQMD","BEVERLY HILLS","90210",6512,"LA","SOUTH COAST AQMD","","",.000640209233568342051398680918808278371617,.000563,.00153,.00704,.00000315,.000503,.000499982
19,"SC",194072,"SC","416 BROADWAY LP","416 E BROADWAY","GLENDALE","91205",6513,"LA","SOUTH COAST AQMD","","",.000277461905844894246076870593586536274733,.000244,.000663,.00305,.00000137,.000218,.000216692
19,"SC",188068,"SC","4811 AIRPORT PLAZA LLC","4811  AIRPORT PLAZA DR","LONG BEACH","90815",4581,"LA","SOUTH COAST AQMD","","",.003195360473049806686377075278599044803275,.00281,.00765,.03,.0000158,.00251,.00249494
19,"SC",190856,"SC","4OVER LLC","1225 LOS ANGELES ST","GLENDALE","91204",5111,"LA","SOUTH COAST AQMD","","",2.78373210626639761041616672034660554821,2.73265824,.00255,.01,.00000525,.000838,.000832972
30,"SC",20331,"SC","5 DAY BUSINESS FORMS MFG INC","2921 E LA CRESTA AVE","ANAHEIM","92806",5112,"ORA","SOUTH COAST AQMD","","",1.58707893030959878941556582552860823689,1.230411055,,,,,
19,"SC",188487,"SC","505 NORTH BRAND OWNER LLC.","505 N BRAND BLVD #1480","GLENDALE","91203",6512,"LA","SOUTH COAST AQMD","","",.0114439803998594082742365662538507660182,.00555,.02281,.09,.00039378,.005761,.005755474
19,"SC",180889,"SC","523 WEST 6TH STREET PROPERTY OWNER, LLC","523 W 6TH ST #220","LOS ANGELES","90014",6531,"LA","SOUTH COAST AQMD","","",.0131501540306407261149130605578183472202,.00735,.06852,.09,.0004775,.00864,.0086232
19,"SC",160023,"SC","555 OCEAN, LP C/O JAMISON SERVICES, INC","555 E OCEAN BLVD","LONG BEACH","90802",9999,"LA","SOUTH COAST AQMD","","",.002137821241755742551739822606322492608597,.00188,.0051,.02,.0000105,.00168,.00166992
19,"SC",189198,"SC","5670 WILSHIRE OWNER, LLC","5670  WILSHIRE BLVD","LOS ANGELES","90036",8741,"LA","SOUTH COAST AQMD","","",.005960882419831703434159654309756652262907,.005242,.01425,.06,.00002931,.00468,.00465192
19,"SC",35485,"SC","5757 WILSHIRE LLC","5757  WILSHIRE BLVD SUITE 380","LOS ANGELES","90036",6512,"LA","SOUTH COAST AQMD","","",.0278684743730229288564517129447763971304,.01538,.14699,.22,.001032,.01558,.01554652
19,"SC",168314,"SC","5825 W SUNSET LLC","5825 W SUNSET BLVD","LOS ANGELES","90028",9999,"LA","SOUTH COAST AQMD","","",.056856947919035706163293154423470548101,.05,.14,.65,.000292,.04,.03976
19,"SC",149802,"SC","5900 WILSHIRE, LLC","5900  WILSHIRE BLVD","LOS ANGELES","90036",6531,"LA","SOUTH COAST AQMD","","",.011735274050488969752103707073004321128,.01032,.02735,.11,.00005774,.009224,.009168656
19,"SC",193334,"SC","5901 CENTURY OWNER, LLC","5901 W CENTURY BLVD","LOS ANGELES","90045",5812,"LA","SOUTH COAST AQMD","","",.009637821241755742551739822606322492608597,.00518,.0551,.08,.0003705,.00624,.00622992
30,"SC",88442,"SC","600 ANTON BLV ASSOC,SO COAST PLZ TWN CTR","600  ANTON BLVD","COSTA MESA","92626",9999,"ORA","SOUTH COAST AQMD","","",.008528542187855355924493973163520582215146,.0075,.02,.08,.000042,.0067,.0066598
19,"SC",184751,"SC","600 COMMONWEALTH LP","600 S COMMONWEALTH AVE","LOS ANGELES","90005",6531,"LA","SOUTH COAST AQMD","","",.000656470320673186263361382760973390948374,.0005773,.001574,.007221,.000003239,.0005157,.0005126058
19,"SC",151831,"SC","601 FIGUEROA CO LLC/BROOKFIELD PROPERTIE","600-601 S FIGUEROA ST","LOS ANGELES","90017",6512,"LA","SOUTH COAST AQMD","","",.008528542187855355924493973163520582215146,.0075,.02,.08,.000042,.0067,.0066598
19,"SC",122740,"SC","611 W 6TH ST ASSOC LLC/METCOM MGMT LLC","611 W 6TH ST","LOS ANGELES","90017",5812,"LA","SOUTH COAST AQMD","","",.004303028847147848739843281576281348853558,.00377205,.010384,.040219,.000022315,.00337665,.00335649
19,"SC",146900,"SC","611 WILSHIRE PROPERTIES","611  WILSHIRE BLVD","LOS ANGELES","90017",6552,"LA","SOUTH COAST AQMD","","",.0188116897884921537411871730725494655447,.016543,.03678,.21,.00009728,.015507,.015413958
19,"SC",158510,"SC","6380 WILSHIRE, LLC","6380  WILSHIRE BLVD SUITE 200","LOS ANGELES","90048",6531,"LA","SOUTH COAST AQMD","","",.001319081191721628382988401182624516715943,.00116,.00315,.01,.00000649,.00104,.00103376
19,"SC",146667,"SC","700 WILSHIRE PROPERTIES","700  WILSHIRE BLVD 7TH FLOOR","LOS ANGELES","90017",6552,"LA","SOUTH COAST AQMD","","",.0123732090061405503752558562656356606777,.010881,.0224,.14,.00006554,.010447,.010384318
19,"SC",170489,"SC","706 BUILDING LLC,","706 S HILL ST","LOS ANGELES","90014",6531,"LA","SOUTH COAST AQMD","","",.001284967022970206959290425289970434387082,.00113,.00306,.01,.0000063,.00101,.00100394
19,"SC",147669,"SC","7080 HOLLYWOOD, LLC","7080  HOLLYWOOD BLVD STE 1004","HOLLYWOOD","90028",8741,"LA","SOUTH COAST AQMD","","",.005197578927781338515930283044224367854116,.003656,.01746,.04,.0001154,.00372,.0037053
19,"SC",146002,"SC","714 S HILL STREET, INC","714 S HILL ST","LOS ANGELES","90014",6512,"LA","SOUTH COAST AQMD","","",.002945189902206049579258585399135774391631,.00259,.00704,.03,.0000145,.00231,.00229614
19,"SC",190188,"SC","800 FIGUEROA LLC","800 S FIGUEROA ST","LOS ANGELES","90017",9999,"LA","SOUTH COAST AQMD","","",.003206731862633613827609733909483738912896,.00282,.00766,.02,.00001576,.00252,.00250488
19,"SC",139318,"SC","811 WILSHIRE, LLC","811  WILSHIRE BLVD","LOS ANGELES","90017",6512,"LA","SOUTH COAST AQMD","","",.0004730498066863770752785990448032749602,.000416,.00113,.00521,.00000233,.000372,.000369768
19,"SC",185755,"SC","8490 WEHO OPCO, L.P.","8490 W SUNSET BLVD","WEST HOLLYWOOD","90069",5812,"LA","SOUTH COAST AQMD","","",.005276324766886513531953604730498066863771,.00464,.01,.05,.000026,.00414,.00411516
19,"SC",164849,"SC","8767 WILSHIRE BLVD, LP.","8767  WILSHIRE BLVD","BEVERLY HILLS","90211",6512,"LA","SOUTH COAST AQMD","","",.005651580623152149192631339549692972481237,.00497,.01,.06,.0000278,.00444,.00441336
19,"SC",126860,"SC","9000 SUNSET, MANI BROTHERS, LLC","9000  SUNSET BLVD","WEST HOLLYWOOD","90069",6531,"LA","SOUTH COAST AQMD","","",.001387309529224471230384352967932681373664,.00122,.00332,.01,.00000684,.000164,.000163016
19,"SC",182787,"SC","915 WILSHIRE FEE OWNER LLC","915  WILSHIRE BLVD STE 2050","LOS ANGELES","90017",8641,"LA","SOUTH COAST AQMD","","",.003843529679326813736638617239026609051626,.00338,.00918,.04,.0000189,.00302,.00300188
19,"SC",180352,"SC","918 BROADWAY ASSOCIATES LLC","928 S BROADWAY ST","LOS ANGELES","90015",6512,"LA","SOUTH COAST AQMD","","",.0113713895838071412326586308846941096202,.01,.04,.22,.000101,.00242,.00240548
19,"SC",181039,"SC","939 S BROADWAY","939 S BROADWAY","LOS ANGELES","90015",9999,"LA","SOUTH COAST AQMD","","",.004866954741869456447577894018649078917444,.00428,.01166,.04,.000024,.00382,.00379708
19,"SC",118523,"SC","99 CENTS ONLY STORES","4000  UNION PACIFIC AVE","CITY OF COMMERCE","90023",4225,"LA","SOUTH COAST AQMD","","",.0108483056629520127359563338639981805777,.00954,.02,.11,.0000534,.00852,.00846888
19,"SC",103163,"SC","99 CENTS ONLY STORES, K PHIPPS & J GOLD","4040  NOAKES ST","COMMERCE","90023",5149,"LA","SOUTH COAST AQMD","","",.003195360473049806686377075278599044803275,.00281,.00765,.03,.0000158,.00251,.00249494
19,"SC",21665,"SC","A & A READY MIXED CONCRETE INC","134 W REDONDO BEACH BLVD","GARDENA","90247",3273,"LA","SOUTH COAST AQMD","","",,,,,,3.4377733,1.37510932
19,"SC",38429,"SC","A & A READY MIXED CONCRETE INC","100 E REDONDO BEACH BLVD","GARDENA","90248",3273,"LA","SOUTH COAST AQMD","","",,,,,,2.5060169,1.00240676
19,"SC",150574,"SC","A & A READY MIXED CONCRETE INC","900 E PATTERSON","SIGNAL HILL","90755",3273,"LA","SOUTH COAST AQMD","","",.001550632911392405063291139240506329113924,.00147,,,,3.83244903,1.532979612
19,"SC",152898,"SC","A & I STEEL FABRICATORS, INC.","222  HERSHEY ST","POMONA","91767",1791,"LA","SOUTH COAST AQMD","","",,,,,,.6825,.6552
19,"SC",196631,"SC","A & R LASER LLC","1925  SANTA ANITA AVE","S EL MONTE","91733",3499,"LA","SOUTH COAST AQMD","","",,,,.058176,,.058176,.033393024
19,"SC",176446,"SC","A 2 Z PLATING CO","1467 S SUNOL DR","LOS ANGELES","90023",3471,"LA","SOUTH COAST AQMD","","",,,,,,.001590168,.001590168
19,"SC",12364,"SC","A G LAYNE INC","4578  BRAZIL ST","LOS ANGELES","90039",5169,"LA","SOUTH COAST AQMD","","",2.20450350733466933867735470941883767536,1.56109478,,,,,
33,"SC",152173,"SC","A&A PLATING COMPANY","796 PALMYRITA AVE","RIVERSIDE","92507",3471,"RIV","SOUTH COAST AQMD","","",,,,,,.0000186443,.0000107018282
19,"SC",165661,"SC","A.P. REILLY FOUNDATION","30188  MULHOLLAND HWY","AGOURA","91301",8641,"LA","SOUTH COAST AQMD","","",.002137821241755742551739822606322492608597,.00188,.0051,.02,.0000105,.00168,.00166992
19,"SC",126658,"SC","A1 FURNITURE REFINISHING","5614  VENICE BLVD","LOS ANGELES","90019",7641,"LA","SOUTH COAST AQMD","","",.1753947767992711812936532037655633161251,.1732725,,,,.0079275,.0076104
19,"SC",195561,"SC","A2 BIOTHERAPEUTICS","30301  AGOURA RD","AGOURA HILLS","91301",8731,"LA","SOUTH COAST AQMD","","",.00117125312713213554696383898112349329088,.00103,.00281,.01,.00000578,.000921,.000915474
19,"SC",25087,"SC","AAA PLATING & INSPECTION, INC","424 DIXON ST","COMPTON","90222",3471,"LA","SOUTH COAST AQMD","","",1.86384090909090909090909090909090909092,1.82809,.22,.6,.003133,.492278,.29582122
19,"SC",139303,"SC","AAM COMMUNICATIONS","800 N PACIFIC COAST HWY","REDONDO BEACH","90277",7389,"LA","SOUTH COAST AQMD","","",.000224016374801000682283375028428473959518,.000197,.000536,.00246,.0000011,.000176,.000174944
36,"SC",162642,"SC","ABBA ROLLER, LLC","1351 E PHILADELPHIA ST","ONTARIO","91761",3069,"SBD","SOUTH COAST AQMD","","",2.43720771333130883692681445490434254479,2.4077175,,,,,
33,"SC",136327,"SC","ABBOTT CARDIOVASCULAR SYSTEM","42301  ZEVO DR","TEMECULA","92590",3841,"RIV","SOUTH COAST AQMD","","",.002490334318853763929952240163748010006823,.00219,.00597,.02,.0000123,.00196,.00194824
33,"SC",45489,"SC","ABBOTT CARDIOVASCULAR SYSTEMS, INC.","26531 YNEZ RD","TEMECULA","92591",3841,"RIV","SOUTH COAST AQMD","","",38.92239799571094521043758905572849335414,19.4193578444,2.03104785,1.521053797,.0141053491,.2482422144,.241460465052
33,"SC",189546,"SC","ABBOTT CARDIOVASCULAR SYSTEMS, INC.","41093  COUNTY CENTER DR","TEMECULA","92591",2834,"RIV","SOUTH COAST AQMD","","",.00581078007732544916988856038207869001592,.00511,.01,.06,.0000286,.00456,.00453264
30,"SC",119858,"SC","ABC CUSTOM WOOD SHUTTERS","20561  PASCAL WAY","LAKE FOREST","92630",2431,"ORA","SOUTH COAST AQMD","","",.0708573742281607450146775989472618686102,.07,,,,,
19,"SC",189754,"SC","ABLE CARD, LLC","1388 FOOTHILL BLVD","AZUSA","91702",2759,"LA","SOUTH COAST AQMD","","",.0347887775551102204408817635270541082164,.02430344,,,,,
30,"SC",119796,"SC","ABLE DEGASSING INC","VARIOUS LOCATIONS IN SCAQMD","HUNTINGTON BEACH","92648",4953,"ORA","SOUTH COAST AQMD","","",.0427497314715359828141783029001074113856,.00398,.00619,.00667,.0000168,.00024,.00023856
30,"SC",195043,"SC","ABSOLUTE PACKAGING INC.","1201 N MILLER ST","ANAHEIM","92806",2657,"ORA","SOUTH COAST AQMD","","",1.37223607956609497506417396617965823604,1.037801163,,,,,
19,"SC",203362,"SC","ACC CA INC","9005  BRADLEY AVE","SUN VALLEY","91352",2951,"LA","SOUTH COAST AQMD","","",,,,,,2.76528414,1.38264207
36,"SC",203363,"SC","ACC CA INC","250 E SANTA ANA AVE","BLOOMINGTON","92316",2951,"SBD","SOUTH COAST AQMD","","",,,,,,.43772265,.218861325
30,"SC",1483,"SC","ACCESS BUSINESS GROUP LLC, NUTRILITE","5600  BEACH BLVD","BUENA PARK","90622",5169,"ORA","SOUTH COAST AQMD","","",3.53715498539715742815141989877738336138,2.131534,.020556,.03256,.00025314,1.563139765,1.4066017905
30,"SC",166868,"SC","ACCESS IRVINE, INC","3773  UNIVERSITY DR","IRVINE","92612",6513,"ORA","SOUTH COAST AQMD","","",.00008528542187855355924493973163520582215147,.000075,.000204,.000938,.00000042,.000067,.000066598
19,"SC",5137,"SC","ACCU CROME PLATING CO INC","115 W 154TH ST","GARDENA","90248",3471,"LA","SOUTH COAST AQMD","","",.000000000210589651022864019253910950661853188929,.000000000175,,,,.00000000824,.00000000472976
19,"SC",17325,"SC","ACE CLEARWATER ENTERPRISES","14105 S GARFIELD AVE","PARAMOUNT","90723",3728,"LA","SOUTH COAST AQMD","","",.0625414227272727272727272727272727272727,.027518226,.250414839,.541042118,.002615447,.03292290712,.0328036505264
19,"SC",58652,"SC","ACE CLEARWATER ENTERPRISES","1614  KONA DR","COMPTON","90220",3544,"LA","SOUTH COAST AQMD","","",,,,.01812713,,.000007471555,.00000425878635
30,"SC",184468,"SC","ACI JET ORANGE COUNTY, LLC","19301  CAMPUS DR STE 100","SANTA ANA","92707",4581,"ORA","SOUTH COAST AQMD","","",.55,.55,,,,,
19,"SC",3991,"SC","ACORN ENGINEERING CO","15125 PROCTOR AVE","CITY OF INDUSTRY","91744",3448,"LA","SOUTH COAST AQMD","","",.03841097904296454760143187575618026209,.03181991,.029578944,.086965886,.0003721093,.0140768709,.0120568334746
19,"SC",173918,"SC","ACTIVE AIRCRAFT WELDING, INC. DBA METAL","2235  VIA CERRO","RIVERSIDE","92509",5051,"LA","SOUTH COAST AQMD","","",,,,.36058917,,.91530582,.52538554068
